gene,slope_z,r,p,n_cells_expr,biotype
Scamp5,0.0770183107370581,0.043228108498901,0.0015090582272021,5385,protein-coding
Rpp25,0.0360730336582244,0.0213928409507695,0.4796568712506905,1094,protein-coding
Cox5a,0.0105042247024688,0.0108122693432305,0.0002043255391935,117962,protein-coding
Mpi,0.0716759288125596,0.0505165055996818,5.426623549776829e-07,9828,protein-coding
Scamp2,0.0434753405655259,0.0409708386571374,7.023833069434922e-17,41470,protein-coding
Ulk3,-0.0017099833028765,-0.0015920184850561,0.8921319845347281,7258,protein-coding
Lman1l,-0.0470318893100527,-0.073591740339946,0.4761115632504469,96,protein-coding
Csk,-0.0303006589032235,-0.0333599293785387,1.1869819937445787e-16,61638,protein-coding
Cyp1a2,-0.083718260552853,-0.041791877103721,0.147942736696676,1200,protein-coding
Cyp1a1,0.172872411903342,0.1248207567851949,6.472681132018368e-06,1298,protein-coding
Edc3,0.035362648941598,0.0386095320792923,1.0098427085047377e-05,13069,protein-coding
Clk3,0.0154294927872567,0.0165862291892654,0.0018300797549404,35303,protein-coding
Arid3b,-0.0376119809008729,-0.0413211041326869,0.0005738757260519,6942,protein-coding
Ubl7,-0.0085737324105804,-0.0087994152041877,0.0842167604242816,38508,protein-coding
Sema7a,0.1262613245957081,0.1033943970482544,3.23679537798389e-20,7896,protein-coding
Cyp11a1,0.0082643725081791,0.0119357409945119,0.7187216649225019,913,protein-coding
Ccdc33,0.0296480221783509,0.0741443483232997,0.4392964770210975,111,protein-coding
Stra6,0.025873763759157,0.0372429347153001,0.2527227483928045,945,protein-coding
Islr,0.0037219564989799,0.0041647899055214,0.6459027431699276,12173,protein-coding
Islr2,0.0146973579967623,0.0180812490303574,0.4477618852466376,1765,protein-coding
Pml,-0.0087513960720979,-0.0089332585159597,0.2092722652606927,19756,protein-coding
Stoml1,-0.0017880901942729,-0.0019846518283799,0.830347971804819,11657,protein-coding
Loxl1,0.0277173606467865,0.0294238741404969,0.0004816806646082,14071,protein-coding
Cd276,0.0586816583332997,0.0636077560644137,0.0008343980125767,2756,protein-coding
Nptn,0.0685891682861436,0.0638534383348788,5.910564308380807e-52,56302,protein-coding
Hcn4,0.040018709261879,0.035015957092638,0.6054561395644176,220,protein-coding
Neo1,0.0577704473375238,0.0456123562914646,2.5051095659765373e-06,10644,protein-coding
Adpgk,-0.0805934190033717,-0.1092517593541078,2.3196275164877697e-77,28868,protein-coding
Bbs4,0.0411724506211949,0.0416713479817524,0.0072492936344664,4151,protein-coding
Arih1,0.0238302629757117,0.0232879254143163,1.072959316425074e-05,35722,protein-coding
Tmem202,-0.1960950472601617,-0.1067270706231707,0.0023687522911759,809,protein-coding
Hexa,0.0455522331999301,0.0427016392782378,7.44652113847284e-27,63073,protein-coding
Celf6,0.30572335383599,0.102026171355525,0.0236232276457127,492,protein-coding
Parp6,9.111315225536628e-05,7.596773231670592e-05,0.9939698537424722,9900,protein-coding
Senp8,0.0253556097730531,0.0241373435599343,0.1498451293983265,3561,protein-coding
Myo9a,0.1035384217320769,0.0953019286216256,8.680889026443558e-26,12085,protein-coding
Nr2e3,-0.0032654877554123,-0.0024019727193457,0.9780255359482496,134,protein-coding
Thsd4,-0.0458891013930986,-0.0446102905564648,0.0067296960661884,3689,protein-coding
Lrrc49,0.0912062320346773,0.0929068561416266,3.264394903107924e-10,4560,protein-coding
Larp6,-0.0088853386948876,-0.0103556368525254,0.5265513306335219,3742,protein-coding
Uaca,0.1430968183029348,0.1042651796986898,1.629533916509608e-33,13318,protein-coding
Tle3,0.006367634838075,0.0067998877304923,0.2334273527822603,30709,protein-coding
Rplp1,-0.0583642280351884,-0.0584045698101433,7.999455599233985e-114,150469,protein-coding
Kif23,0.0061045636144411,0.0100096238417068,0.2746642752504677,11912,protein-coding
Paqr5,-0.0340689074447274,-0.0305746390725525,0.0001113655898535,15970,protein-coding
Glce,0.0639258481330484,0.0600898559793502,1.0700379108599962e-08,9045,protein-coding
Anp32a,0.0165619045656778,0.017365998984257,4.817721569208305e-08,98764,protein-coding
Coro2b,0.0298259811661591,0.0264618747867806,0.029509009445506,6766,protein-coding
Itga11,0.0015874316165441,0.0018365301008751,0.9117670189929524,3643,protein-coding
Fem1b,0.0304584967034653,0.0327815341247153,6.977581156272504e-06,18789,protein-coding
Cln6,0.0423889685830495,0.0472513998753683,1.9211531225686332e-10,18142,protein-coding
Calml4,-0.0900679859389944,-0.060679410002946,1.6861190811610922e-12,13508,protein-coding
Pias1,0.0243166575171616,0.0250678233903543,5.521339562639984e-05,25870,protein-coding
Skor1,0.022532043175107,0.0704122948225827,0.7115791958475916,30,protein-coding
Map2k5,0.0207286705167103,0.0230162359694075,0.0028339859447796,16820,protein-coding
2300009A05Rik,-0.0085985558832247,-0.008646822597582,0.1452729612404656,28372,protein-coding
Iqch,-0.021673358806489,-0.0179310081183977,0.9149078084706428,38,protein-coding
Aagab,0.0206081514618249,0.0186163703253515,0.0181825087989906,16096,protein-coding
Smad3,-0.0209007260817833,-0.0211574045077438,0.024413517573301,11315,protein-coding
Smad6,-0.0110928221202834,-0.0089148881378526,0.372884664765534,9993,protein-coding
Lctl,0.0266984928140617,0.0593103003157189,0.6156938047592801,74,protein-coding
Zwilch,0.0245900843668617,0.0483609789340312,0.0022202650686479,3999,protein-coding
Rpl4,-0.0843669277130897,-0.0864679804519909,1.1812686939809383e-240,146236,protein-coding
Snapc5,0.0003637910486287,0.000383816929055,0.9271360140070628,56771,protein-coding
Map2k1,0.0389023429531505,0.0369335698163463,8.256679615635353e-15,44158,protein-coding
Uchl4,0.0031543562492562,0.0034191800883134,0.7948081907558284,5788,protein-coding
Tipin,-0.0329052791264101,-0.0435639646788357,1.1909263065109424e-14,31352,protein-coding
Dis3l,0.0291043789225505,0.028799003232061,0.0078580717967946,8518,protein-coding
Megf11,0.1008472334432924,0.1206994060270219,0.0832049680534277,207,protein-coding
Rab11a,0.0972084128968437,0.0939372190943352,7.567547787041542e-161,82402,protein-coding
Dennd4a,-0.0014192590905805,-0.001662334107613,0.8269036137758857,17307,protein-coding
Slc24a1,0.0265516771380756,0.0279304974226648,0.6416689031894214,280,protein-coding
Dpp8,0.0329670229082841,0.0304897327099672,0.0001195070516114,15916,protein-coding
Igdcc4,-0.0077760227000538,-0.0082919089723084,0.7022465231369706,2128,protein-coding
Igdcc3,0.0834845532174218,0.078124361539886,0.3069330473289664,173,protein-coding
Parp16,0.0372530542360584,0.0357815904635082,0.0130077115371759,4817,protein-coding
Cilp,0.01125327281579,0.010982745800816,0.3667812635140571,6755,protein-coding
Clpx,0.0017191317100693,0.0016314986591487,0.7884198313039812,27059,protein-coding
Pdcd7,0.0291523290276046,0.0309913938397032,3.070123039839264e-06,22660,protein-coding
Kbtbd13,-0.023051915233985,-0.038875015153135,0.7053904733594283,97,protein-coding
Rasl12,-0.0156084766342303,-0.0142822363564292,0.5399288251982237,1844,protein-coding
Mtfmt,0.0069440932959616,0.0065980404769978,0.5321802406089136,8966,protein-coding
Spg21,-0.0233153767128961,-0.0276958996801635,2.4619119814665383e-11,58077,protein-coding
Plekho2,0.0727425003740244,0.0762917422891588,3.361938654862196e-36,27041,protein-coding
Pif1,0.013419941544208,0.0314432417313061,0.1192670208913266,2456,protein-coding
Rbpms2,-0.0555046956274461,-0.057971743982145,9.463514151309526e-07,7142,protein-coding
Oaz2,0.0852455892140706,0.0868954782543117,8.667305986730381e-100,59325,protein-coding
Zfp609,0.0372966586316653,0.035889462002751,0.0011863446775052,8158,protein-coding
Trip4,-0.0045421476993616,-0.0045770132759522,0.5449429088497426,17495,protein-coding
Csnk1g1,0.0027965524734457,0.0029491665926438,0.743884764749945,12275,protein-coding
Ppib,0.0083892212061233,0.0085437101152808,0.0029173568490219,121355,protein-coding
Snx22,-0.0361720176886475,-0.0412565831689561,0.031210656196195,2727,protein-coding
Snx1,0.0080150025071127,0.0079509603308489,0.10401543271798,41807,protein-coding
Dapk2,0.0213235468732756,0.0170897395525734,0.0612242021477608,11998,protein-coding
Herc1,0.0273304592606309,0.0271681521485717,3.9203550233431896e-06,28854,protein-coding
Fbxl22,-0.034042279646556,-0.0422150585744911,0.0309388633230435,2613,protein-coding
Usp3,-0.0180293068883099,-0.0193238092089493,0.0032861275279006,23140,protein-coding
Car12,-0.0076395437565245,-0.0058508990642038,0.5644752041208884,9701,protein-coding
Aph1b,-0.0054366307728045,-0.0059080518119964,0.608640654645807,7513,protein-coding
Aph1c,-0.0132998175896309,-0.0180061889104259,0.0690891664598883,10193,protein-coding
Rab8b,0.0174878714365213,0.0206643297236363,0.0003697311100266,29689,protein-coding
Rps27l,-0.0229601961327904,-0.0233881349375726,1.9169827118783253e-15,115415,protein-coding
Lactb,-0.0016981467220122,-0.0017995532346613,0.7686631609902543,26716,protein-coding
Tpm1,0.0340088257672928,0.0299582068240806,3.0022685279415726e-10,44187,protein-coding
Tln2,0.0136864745346387,0.0163695981870479,0.1016416041522923,10001,protein-coding
C2cd4b,0.206203233525955,0.1408440614589892,1.108962579335658e-28,6164,protein-coding
C2cd4a,0.2141901977157989,0.1763448179707691,7.691233415230147e-06,636,protein-coding
Vps13c,0.0630458144528817,0.0577991462651058,4.736200802200594e-09,10251,protein-coding
Rora,0.0164673335746623,0.0180713619966415,0.0777825514228837,9526,protein-coding
Anxa2,-0.0258989788172829,-0.0266475215371973,1.9924862737844352e-16,95182,protein-coding
Bnip2,0.0741259361720074,0.0792223031900829,4.9324867408670544e-76,54087,protein-coding
Gtf2a2,-0.0002374153080231,-0.000263112341463,0.9455943825966242,67269,protein-coding
Gcnt3,1.1833417254022376,0.3511006036852211,1.002961773376048e-44,1499,protein-coding
Fam81a,-0.0174459621391468,-0.0288366786495854,0.0977713348916973,3298,protein-coding
Myo1e,-0.0061280770538876,-0.0051430977630571,0.4600634052363055,20634,protein-coding
Ccnb2,-0.0127468722111976,-0.0233486356974908,0.0011051861147688,19519,protein-coding
Rnf111,-0.0019002752290926,-0.0018296731231413,0.7999348610717152,19188,protein-coding
Sltm,0.0174184276760163,0.0174382390093538,0.0001230876400593,48483,protein-coding
Adam10,0.0512142719527906,0.0486711202835431,1.4149289426451337e-20,36464,protein-coding
Lipc,-0.0165414430362464,-0.0125909690553517,0.4013304005651966,4445,protein-coding
Aqp9,-0.0369623761553811,-0.0263504836324654,0.1158616175677423,3562,protein-coding
Aldh1a2,-0.0114567030055945,-0.0148350859844845,0.426934450475196,2870,protein-coding
Polr2m,0.0115652423860167,0.0123597019573564,0.0015521749435029,65561,protein-coding
Myzap,-0.0903564566136636,-0.0639307445525463,3.929597748805058e-09,8465,protein-coding
Cgnl1,-0.058341305136442,-0.0598545061141206,8.372118733008189e-11,11752,protein-coding
Tcf12,0.0125395837208643,0.012039331344219,0.082955484327894,20740,protein-coding
Zfp280d,0.031766763183976,0.0331952996477687,0.0001049975649994,13648,protein-coding
Mns1,-0.0019917352591486,-0.0034739613142433,0.7391454355978844,9190,protein-coding
Tex9,-0.0044580965259518,-0.0039269165963406,0.7810799649193794,5011,protein-coding
Rfx7,-0.002523093727206,-0.0028784210576967,0.7538876080098347,11866,protein-coding
Nedd4,0.0793263342817142,0.0754509915361888,5.912013070304791e-71,55562,protein-coding
Prtg,0.0042633741365116,0.004243766929531,0.9222076646364488,532,protein-coding
Pygo1,0.0219144862583295,0.0291614467331768,0.5119618360434156,508,protein-coding
Ccpg1,-0.0038842771215572,-0.0038910177981497,0.4404864365133638,39303,protein-coding
Pigb,0.0590032170893077,0.0634547151759212,0.1252691070211215,585,protein-coding
Rab27a,0.0352561475435628,0.0458275768479737,9.96962356241038e-10,17759,protein-coding
Rsl24d1,-0.0043889017595196,-0.0054781150207568,0.2347653422444525,47045,protein-coding
Unc13c,-0.0547437661472938,-0.0879526806113429,0.1937252574443992,220,protein-coding
Wdr72,-0.014225939897389,-0.0249464090216809,0.3413242599546499,1457,protein-coding
Onecut1,-0.1554466267474777,-0.1036969976070909,0.05721294273626,337,protein-coding
Arpp19,0.0042652492348448,0.0043470701874633,0.1631753531216934,102904,protein-coding
Myo5a,0.0137118122035778,0.0180277195009668,0.0133840001046415,18823,protein-coding
Myo5c,0.0311410843343942,0.0257917474556109,0.325543292450454,1455,protein-coding
Gnb5,0.0065150918997101,0.004301826055249,0.7247965898552442,6700,protein-coding
Mapk6,0.0406825096134661,0.0371814546854728,2.2920271249139084e-08,22577,protein-coding
Leo1,0.0325271254567449,0.0348980858676923,2.009823707128715e-05,14921,protein-coding
Tmod3,0.0884940342996498,0.0849163158002653,1.3477252848276046e-79,49316,protein-coding
Tmod2,0.0138197961060327,0.012480803442727,0.3025359317690121,6826,protein-coding
Lysmd2,0.0428232133647379,0.0468607960744723,9.635267539227144e-13,23164,protein-coding
Scg3,0.0619887845267665,0.0451878761855059,0.002391699660088,4514,protein-coding
Bmp5,0.0891289458996082,0.0778301454249863,0.0019106795704274,1588,protein-coding
Hmgcll1,0.0829110457700701,0.0852116317381768,0.0109404936575517,891,protein-coding
Hcrtr2,-0.0199463781041907,-0.0285294653890727,0.6554584339640974,247,protein-coding
Fam83b,0.2407705277064233,0.1352375830306998,6.443165775084551e-09,1828,protein-coding
Tinag,-0.107421853449676,-0.1193455745270787,1.1719532906021508e-17,5105,protein-coding
Lrrc1,0.0372069870025974,0.028405027345475,0.0069185148995158,9039,protein-coding
Klhl31,-5.178657726527604e-06,-8.225488357353263e-06,0.999886230908314,303,protein-coding
Gclc,0.005604886047824,0.0048430814068513,0.430527339681839,26495,protein-coding
Elovl5,0.0554762256840196,0.0518224365829374,7.290829016369159e-22,34341,protein-coding
Fbxo9,-0.0077713633948139,-0.0081856799692107,0.1366124781841195,33069,protein-coding
Gsta4,-0.0781820148354578,-0.0843691249176629,2.013394916091922e-31,19038,protein-coding
Gsta1,0.0121635709909442,0.0111410098919567,0.4198888222447193,5244,protein-coding
Gsta2,-0.0647101323118479,-0.0798909083195225,5.083801288703586e-18,11692,protein-coding
Dppa5a,0.0197349164078688,0.0332807786093888,0.3391264163227336,827,protein-coding
Ooep,0.1050335308375949,0.0968570728876777,0.1713621844424285,201,protein-coding
Ddx43,-0.0503713521678142,-0.0412607941446944,0.3895497830566875,437,protein-coding
Mto1,0.0197318588678184,0.0248914681463035,0.0122886734706852,10117,protein-coding
Eef1a1,-0.0451842559837893,-0.0454444125968865,6.262082872800304e-70,151159,protein-coding
Slc17a5,-0.0167379880266344,-0.0133473127108195,0.165384650804693,10803,protein-coding
Cd109,0.017003904807165,0.0265087745492762,0.0092709224273305,9633,protein-coding
Col12a1,0.0281526268770813,0.03314126997065,0.0104093578525735,5975,protein-coding
Cox7a2,-0.0005957132549093,-0.0006082738001038,0.8264874925655321,129875,protein-coding
Tmem30a,0.0588284082087858,0.054237541373167,6.931506252301208e-39,57751,protein-coding
Filip1,0.0757233503065515,0.0569867254002635,4.405082036761155e-05,5133,protein-coding
Senp6,0.016323413868207,0.0165197235271602,0.0007847901799364,41319,protein-coding
Myo6,-0.0129972773006635,-0.0102022074426448,0.151055112076372,19808,protein-coding
Impg1,0.0264695999701515,0.0336338996581047,0.7886237497919962,66,protein-coding
Mei4,-0.0174625083430618,-0.0301298613109162,0.4016378324262297,777,protein-coding
Irak1bp1,0.0074531332298843,0.00928614110615,0.438155212544435,6973,protein-coding
Phip,0.0268514840061523,0.0287416814411032,4.442596319492983e-08,36238,protein-coding
Hmgn3,0.0567103524986714,0.0640302917121398,6.063510065846229e-31,32569,protein-coding
Lca5,0.0149198509344112,0.0137133193989492,0.5819583509277193,1614,protein-coding
Sh3bgrl2,0.0915586018224035,0.0717154195366905,4.692168472933315e-09,6657,protein-coding
Elovl4,0.0030505671323885,0.0050658488861232,0.6824437528087635,6525,protein-coding
Ttk,-0.0013082008353618,-0.0032502315445989,0.8060645784293805,5708,protein-coding
Bckdhb,0.0098906249436451,0.0107950749145456,0.2645428667933643,10684,protein-coding
Ibtk,-0.0095503247605519,-0.009080396559001,0.2094867217493437,19103,protein-coding
Tpbg,0.0153087535898829,0.0218306128794139,0.0236727397942195,10740,protein-coding
Pgm3,0.0186068675193275,0.0176578476234895,0.0488686492003814,12444,protein-coding
Rwdd2a,0.0039714836286223,0.0039058600478744,0.8458525577205352,2480,protein-coding
Me1,-0.0326838581538226,-0.0313045735480186,1.846025438166292e-05,18710,protein-coding
Prss35,-0.0336165193379909,-0.0551333087302177,0.2590091302589215,421,protein-coding
Snap91,0.0788534116399885,0.0674163731827086,0.1795150550258572,398,protein-coding
Cyb5r4,-0.0423804376292249,-0.0483345223083039,1.7155384730228242e-26,48509,protein-coding
Mrap2,0.0406960807854906,0.0254725977557504,0.8378756191210535,67,protein-coding
Tbx18,-0.0364403660402704,-0.0387078489957237,0.0912235192830215,1905,protein-coding
Nt5e,-0.0104730274476306,-0.0118606639833749,0.2948340465224106,7803,protein-coding
Snx14,0.0053969151571588,0.0050637110286907,0.5472591442827202,14130,protein-coding
Syncrip,0.0164439399861048,0.0191458372768751,3.737792042914304e-05,46371,protein-coding
Zfp949,0.0120140500655137,0.0106928139943026,0.3765854161909104,6840,protein-coding
Bcl2a1d,-0.0274035408466959,-0.031055857361386,0.0005405059879072,12408,protein-coding
Trim43c,0.1244582120293803,0.1363119926949016,0.4279419452226679,36,protein-coding
Bcl2a1a,-0.0296940591810734,-0.0260778890008581,0.0422899087046323,6064,protein-coding
Trim43b,-0.0436695136103175,-0.0390522907661546,0.86300936694437,22,protein-coding
Bcl2a1b,0.0133976228022751,0.0143582614308753,0.0293739359687143,23019,protein-coding
Mthfs,-0.0102418246399634,-0.0117204300329938,0.1014032199960022,19535,protein-coding
Tmed3,0.0032198356743658,0.0031835267430775,0.3975310018685867,70628,protein-coding
Rasgrf1,0.091391951406958,0.088659435783131,0.0002367541747059,1715,protein-coding
Ctsh,0.031495669191107,0.033998253823181,8.511818075447911e-20,71705,protein-coding
Morf4l1,0.0555516217418694,0.0542026242570728,1.4985906539279187e-67,102499,protein-coding
Adamts7,-0.0108351582388162,-0.0074938091862475,0.8444488500136469,688,protein-coding
Tbc1d2b,0.0614008840717331,0.0630871291592738,7.601516755280878e-13,12887,protein-coding
Zic1,0.0153967794800207,0.0199471217903555,0.7792054527485427,200,protein-coding
Zic4,0.060156746602368,0.0849038214993225,0.6277239469096312,35,protein-coding
Plscr5,-0.0314046181838325,-0.0189364266398392,0.915346968251226,34,protein-coding
Plscr1,0.1113904368990447,0.0954097697478207,3.5837208085857646e-67,32790,protein-coding
Plscr2,-0.0590539565805135,-0.0544464803064173,2.576587250394014e-12,16503,protein-coding
Plscr4,0.0880519131895483,0.0754606964504057,1.6904989713054993e-15,11104,protein-coding
Plod2,0.0463413548872906,0.0488044413653889,5.8594072967734524e-06,8613,protein-coding
Slc9a9,0.0558225881119728,0.0547578075339822,1.5817754727159826e-06,7677,protein-coding
Chst2,0.0411951075169057,0.034298053778878,0.0348565653577467,3785,protein-coding
Paqr9,0.0230687192789976,0.0156684817806526,0.221000206825118,6103,protein-coding
Pcolce2,0.0461195742205404,0.0395798146219655,8.217286464529921e-06,12687,protein-coding
Trpc1,-0.0316217238577275,-0.027424707259546,0.4768810082962947,675,protein-coding
Pls1,0.7471799890105346,0.3504222832882253,3.712728134155285e-143,4956,protein-coding
1700065D16Rik,0.0407291521731226,0.0513433578809341,0.5125091617263844,165,protein-coding
Atr,0.0500941005137481,0.0572908917780034,0.0001542720140814,4358,protein-coding
Xrn1,-0.0008779647029553,-0.0008245272091987,0.934834833552698,9836,protein-coding
Gk5,-0.0043800041538218,-0.0042813898061797,0.8799462879683126,1247,protein-coding
Tfdp2,-0.0525168086690708,-0.0472342824848433,1.0283014858599603e-09,16689,protein-coding
Atp1b3,0.0172600423140392,0.0184251159665676,1.4529599079583037e-06,68357,protein-coding
Rnf7,0.0062075546474225,0.0065866333296395,0.0635124365652903,79367,protein-coding
Rasa2,0.0018239305511211,0.0016540273426755,0.8159134975961588,19813,protein-coding
Zbtb38,0.0454946807315313,0.045453031745293,1.3719467425064868e-05,9145,protein-coding
Spsb4,-0.0168415628179057,-0.024507818415433,0.098454777077885,4547,protein-coding
Slc25a36,0.0038211556991613,0.0039313156597539,0.7858503689170557,4779,protein-coding
Clstn2,0.0413517962263078,0.0476034812915837,0.4074354231114141,305,protein-coding
Nmnat3,0.0055309166410828,0.0069004497472481,0.576971981252018,6537,protein-coding
Rbp1,0.0193671308329295,0.0184348840069628,0.0116091314882008,18742,protein-coding
Rbp2,0.5400075607315209,0.2662697470057328,2.2987495095044693e-90,5528,protein-coding
Copb2,0.0459249704703385,0.0436555141345578,2.2383277407087304e-21,47246,protein-coding
Mrps22,0.0185290772432168,0.022562424671948,0.0047089461886528,15690,protein-coding
Foxl2,0.103534881650889,0.1254230444232843,0.6560411857932662,15,protein-coding
Faim,0.0034161249693747,0.0039565245917652,0.4936748188974383,29931,protein-coding
Gm1123,-0.1026469789667632,-0.1109557395530572,0.0224703822752498,423,protein-coding
Pik3cb,0.0363440727436287,0.036765832221933,0.002025841407607,7045,protein-coding
Cep70,0.0803802508490165,0.0895773838134973,5.852604278125464e-13,6444,protein-coding
Esyt3,0.0234244593499208,0.0410515412217644,0.1313788875975788,1352,protein-coding
Mras,0.0613005486673767,0.067399338675297,8.255928858269577e-07,5339,protein-coding
Armc8,0.0329587400711097,0.0308135087994207,1.3590238632158986e-05,19926,protein-coding
Dbr1,0.0288001878724087,0.0318676495160739,0.000367392955455,12493,protein-coding
A4gnt,-0.0192085303164914,-0.0157930063504811,0.8409216536728881,164,protein-coding
Dzip1l,0.0394657064716758,0.0506205690168009,0.0053111764369131,3031,protein-coding
Cldn18,0.1090213087993787,0.0698827553647372,0.1828083457950339,365,protein-coding
Sox14,-0.0268760925672177,-0.0275217042298252,0.8526918852705183,48,protein-coding
Il20rb,0.0115702523235641,0.0156181866508552,0.2093956785006964,6461,protein-coding
Nck1,0.085931952783964,0.0794116401582628,2.5643392784404522e-46,32277,protein-coding
Stag1,0.0372463298401474,0.0373446957011549,2.2443894992486344e-10,28837,protein-coding
Pccb,-0.0373056050447151,-0.0344776147631083,1.2543186900280578e-05,16043,protein-coding
Msl2,0.019661336467158,0.0201196434769029,0.0014843357124056,24943,protein-coding
Ppp2r3a,-0.0281662568090044,-0.0270543492588403,0.0005398672222168,16354,protein-coding
Ephb1,0.0767502126576685,0.0689010335254564,0.0394276906468105,894,protein-coding
Ky,0.1295954590079728,0.0933162607827193,0.0196308496493457,625,protein-coding
Cep63,0.0034386889425952,0.0037680377070493,0.6409005997577413,15326,protein-coding
Anapc13,-0.0143400171299013,-0.0148877773398955,1.678754634889565e-05,83563,protein-coding
Amotl2,0.1136835355445345,0.1056591194603611,4.871579372108617e-44,17259,protein-coding
Ryk,0.031998624994053,0.0306047804912849,7.944627696019108e-06,21293,protein-coding
Slco2a1,-0.0154211250015008,-0.0093929798032201,0.3731459495338197,8992,protein-coding
Rab6b,-0.0121840599995597,-0.0121343820375901,0.224516846164976,10021,protein-coding
Srprb,0.0421225693493214,0.0421458870263387,1.5406314625417097e-12,28124,protein-coding
Trf,0.0786057579202628,0.0679453255595749,1.6284310695026991e-34,32446,protein-coding
Topbp1,0.0200832787937474,0.0263656907730547,0.0024399626147337,13211,protein-coding
Cdv3,0.0134923842326854,0.0137979756334983,0.0006341072924702,61310,protein-coding
Bfsp2,-0.0040973652713206,-0.0068201090745634,0.6064718598029415,5707,protein-coding
Tmem108,-0.0179712481725815,-0.0293251062249059,0.0490499129201893,4505,protein-coding
Nphp3,0.0838006506912601,0.0614429137123308,0.0010656966969772,2834,protein-coding
Uba5,0.0457672936897593,0.0494692568211705,5.0909695466329134e-18,30549,protein-coding
Acad11,-0.0211034420188668,-0.0157491658612609,0.0862269768697753,11868,protein-coding
Dnajc13,0.0226448152612871,0.0226240490361264,0.0007064647561216,22410,protein-coding
Cpne4,-0.0277113360789106,-0.0453786437760198,0.1085195008939031,1252,protein-coding
Mrpl3,0.0184349737463764,0.0206366284835864,0.0005529719335165,28005,protein-coding
Nudt16,-0.0583207108965381,-0.0509901277659152,1.0958726925365753e-08,12549,protein-coding
Nek11,0.0678411375496554,0.0699108780117855,0.4721646915781566,108,protein-coding
Aste1,0.0632555766722173,0.0622043923164587,3.6138277049133626e-05,4404,protein-coding
Atp2c1,0.0368380530375605,0.0382889061963605,6.019629149938399e-11,29185,protein-coding
Pik3r4,-0.0046935918841697,-0.0049582333244578,0.6393073842734507,8937,protein-coding
Col6a6,0.0872225424782705,0.0760711645709854,0.0790351204116613,534,protein-coding
Col6a5,-0.0466321331764649,-0.0551797523267613,0.1136964427657939,823,protein-coding
Col6a4,-0.0363507932628357,-0.0969874697912453,0.4939749068621407,52,protein-coding
Glyctk,-0.0416986784762137,-0.0356941159922204,0.0085325272464347,5429,protein-coding
Wdr82,0.0281006614722425,0.0288796263296202,2.928468470861207e-06,26205,protein-coding
Ppm1m,-0.0200933902333172,-0.0264052209677207,1.339810293431016e-06,33502,protein-coding
Twf2,-0.0221206591220293,-0.0277298773229919,4.75351516265643e-09,44576,protein-coding
Tlr9,-0.0145692935310479,-0.0175557137056928,0.7559036956904284,316,protein-coding
Alas1,0.0136584757369643,0.0125775750771101,0.0266713588169787,31050,protein-coding
Poc1a,0.0082622430580223,0.0139017236671898,0.1856068010580634,9068,protein-coding
Dusp7,0.0214418257466523,0.0274443740242934,0.0002067556092132,18276,protein-coding
Rpl29,-0.0687080429727294,-0.0704547011116123,4.8412608304778375e-161,146947,protein-coding
Acy1,-0.0049246750639331,-0.0050258951118283,0.649734683892357,8167,protein-coding
Abhd14a,0.020427017858277,0.0263135784565028,0.0001391207805801,20957,protein-coding
Abhd14b,-0.0423737832714974,-0.0387192318958998,6.51923252724944e-10,25437,protein-coding
Pcbp4,0.0070167147845235,0.0079788119782997,0.3596860770597592,13181,protein-coding
Gpr62,0.1557848680372137,0.1175269553368772,0.1327360959947307,165,protein-coding
Parp3,-0.0120495050499915,-0.0128255011888236,0.1470602635157675,12783,protein-coding
Rrp9,0.0263741937475182,0.0340601258596442,2.104305692367185e-06,19384,protein-coding
Grm2,0.2861456314138307,0.237801544043394,0.4129809996700794,14,protein-coding
Tex264,0.0220368521327156,0.0196026286083533,9.123864724023346e-05,39837,protein-coding
Rad54l2,0.0282152705212634,0.0269697061461793,0.0146248606268252,8195,protein-coding
Rbm15b,0.0196818496880587,0.0233656437611113,0.032473297668571,8377,protein-coding
Manf,0.0067889679921778,0.0068356493642819,0.0385834809675812,91579,protein-coding
Dock3,0.212114380646653,0.1761679768169348,0.0012682437225628,332,protein-coding
Mapkapk3,-0.0236361025893227,-0.0306823464496755,2.1377054280379726e-07,28568,protein-coding
Cish,0.0530500520943442,0.0544090278301053,4.877585872955965e-16,22212,protein-coding
Hemk1,0.016178598517591,0.0147178271005515,0.2716265159636963,5581,protein-coding
6430571L13Rik,0.0528050996318146,0.0482671295024104,0.2562931182579001,555,protein-coding
Cacna2d2,-0.0049999702260116,-0.0051249169168963,0.8627108702901948,1141,protein-coding
Tmem115,0.0254958927008358,0.0229723996106275,0.0002512363087192,25393,protein-coding
Cyb561d2,0.0004346072862619,0.0005188582349432,0.9407882015429936,20497,protein-coding
Nprl2,0.0240587777376595,0.0246749300043444,0.0039176715727858,13666,protein-coding
Zmynd10,-0.0185535176047378,-0.0325285856091206,0.0812375015150313,2874,protein-coding
Rassf1,0.0664144743216973,0.06179983741006,8.457444608473337e-36,40771,protein-coding
Tusc2,0.0240803825969475,0.0205268046012911,0.0005959170411122,27975,protein-coding
Hyal2,0.0721125138402546,0.0549428077459088,1.958880033286711e-13,17879,protein-coding
Hyal1,0.0678848185322289,0.0753368939005314,1.1522917380952054e-08,5724,protein-coding
Hyal3,0.0693094280961709,0.0687627875354729,0.0022429673917818,1973,protein-coding
