gene,slope_z,r,p,n_cells_expr,biotype
Krtap3-2,0.0094401324079694,0.0190417380738819,0.6449443670256412,588,protein-coding
Krtap3-1,0.0162558313095118,0.0179116917445576,0.3821247077947992,2383,protein-coding
Krtap1-4,0.0122872657840581,0.0341753106174617,0.8118194500949585,51,protein-coding
Krtap1-3,-0.0132509932323852,-0.0326793269242651,0.8312430823168232,45,protein-coding
Krtap9-3,-0.0214454917943389,-0.0533520692940192,0.5980625390132741,100,protein-coding
Krtap2-4,-0.1073011520736069,-0.381846323916868,0.010536798452105,44,protein-coding
Krtap4-1,0.0336836596273524,0.0611749570832264,0.748110086675615,30,protein-coding
Krtap4-2,-0.0923008727696312,-0.3275644553505695,0.2155320599497298,16,protein-coding
Krtap4-7,-0.0070540330093424,-0.0193600910310435,0.9068751832575688,39,protein-coding
Krtap4-6,0.0121678624782532,0.0256575061590707,0.8801835732606468,37,protein-coding
Krtap4-9,0.0503660898431286,0.0740882580932499,0.7134229836504602,27,protein-coding
Krtap4-16,-0.0501004995725768,-0.0769282225751582,0.4636057360609258,93,protein-coding
Krtap17-1,-0.0003847179680735,-0.0005554427139192,0.9925776764299148,283,protein-coding
Krt33a,-0.0310263661302825,-0.0710855011423989,0.213482174143192,308,protein-coding
Krt33b,-0.0452584680951183,-0.1492595718177788,0.0201824077554317,242,protein-coding
Krt34,0.0017221621582788,0.0044776942816606,0.9372117604452966,312,protein-coding
Krt31,-0.0182199353600953,-0.042356226674911,0.2679259682764482,686,protein-coding
Krt32,0.0746986376063538,0.1360617020018963,5.608360367174053e-22,4972,protein-coding
Krt35,-0.0116463027029257,-0.0206989963414327,0.3395451391875346,2131,protein-coding
Krt36,-0.0375565755239268,-0.0665169818463399,1.3261970646705177e-07,6278,protein-coding
Krt13,0.0840488640781158,0.1444057111433449,1.1385555232839333e-33,6943,protein-coding
Krt15,-0.0162249845763086,-0.0300430391738652,0.0002772074824327,14641,protein-coding
Krt19,0.1198800258556081,0.0708007266414993,5.438421321731345e-12,9459,protein-coding
Krt14,-0.0286070178453313,-0.0534978230781709,7.427598722741464e-12,16370,protein-coding
Krt16,-0.0403732612502224,-0.0748241911355303,7.666103948488409e-12,8347,protein-coding
Krt17,-0.0197212309141108,-0.037376061211647,3.0156513437502767e-05,12455,protein-coding
Krt42,-0.029828329696908,-0.050864585040403,0.1751852972879282,712,protein-coding
Eif1,0.0298558512105952,0.029838654011838,4.414739419730396e-31,150914,protein-coding
Gast,0.0586261645140879,0.0670936695292829,0.4428893272658492,133,protein-coding
Hap1,0.1546117440257207,0.1138757450307179,1.6343090448472308e-12,3824,protein-coding
Jup,-0.0029283563418274,-0.0024144856752859,0.6323951443399536,39254,protein-coding
Fkbp10,0.0072563350576941,0.007809192201951,0.4515707233733481,9295,protein-coding
Klhl10,0.0739931671934567,0.0583036239888916,0.4906888292551284,142,protein-coding
Klhl11,0.0192553362104842,0.0169777122141169,0.5159884884845483,1466,protein-coding
Acly,0.119627400697904,0.1149745266954907,3.98391716936278e-139,47379,protein-coding
Cnp,-0.0453051592089096,-0.0543566881197419,2.410364026952952e-25,36574,protein-coding
Dnajc7,-0.0190360555459397,-0.0196445089091267,1.9072892267981357e-06,58778,protein-coding
Nkiras2,0.0199319860624609,0.0185038805059549,0.0028616324499105,25973,protein-coding
Zfp385c,-0.0046381376954434,-0.0048786398496608,0.9173444881095604,455,protein-coding
Dhx58,0.0205918392301479,0.02091507719752,0.0585821504195755,8178,protein-coding
Kat2a,0.0414204983583622,0.046564755444858,1.388620484247826e-09,16903,protein-coding
Hspb9,0.0553206022204858,0.0702992347027967,0.3725445518644148,163,protein-coding
Rab5c,0.0596955897808752,0.0599618907030141,2.657882956841751e-65,80862,protein-coding
Kcnh4,-0.0258727733023813,-0.0457909299489688,0.6443854511361589,104,protein-coding
Ghdc,-0.007168324650936,-0.0059551838853104,0.640742907204662,6143,protein-coding
Stat5b,0.0148994828367273,0.0155018263902856,0.0308907490260732,19388,protein-coding
Stat5a,0.0145335185209942,0.0182363429589091,0.028871619038535,14359,protein-coding
Stat3,0.0433867647915396,0.0423978787069908,2.1950748344229794e-28,67866,protein-coding
Atp6v0a1,0.0464416435686054,0.0433090300078223,2.398614192249934e-09,18975,protein-coding
Naglu,0.0238366701440444,0.0209740497665616,0.0140886307232389,13700,protein-coding
Hsd17b1,0.0335585949706893,0.0744140392083404,0.0059122704658433,1367,protein-coding
Coasy,0.0165096835004168,0.0162988235073018,0.0122205921661713,23634,protein-coding
Mlx,0.0146508858392317,0.0137593807240478,0.0154411552281108,30981,protein-coding
Psmc3ip,0.0198245030084454,0.0356089496235394,0.0005945770795212,9297,protein-coding
Tubg1,0.0115218996819777,0.0128728524393073,0.0630443520736631,20853,protein-coding
Tubg2,0.0406361402551991,0.0290234336957002,0.2988998146378743,1283,protein-coding
Plekhh3,0.0419992694309552,0.0368227438323016,4.302237707168349e-05,12335,protein-coding
Ccr10,0.0063860436293707,0.0076350740465608,0.8525619660386596,595,protein-coding
Cntnap1,0.093351837508495,0.0780514236429294,0.0140793601852144,989,protein-coding
Ezh1,4.169031607984077e-05,3.4592226380508154e-05,0.9966517369600882,14719,protein-coding
Ramp2,0.0798457544713213,0.0671778621059885,2.0685149698816573e-30,29044,protein-coding
Vps25,0.0216947141291851,0.0213423502041858,6.999134909934194e-07,54031,protein-coding
Wnk4,-0.0333927064688382,-0.0416339762480861,0.0004241478152464,7163,protein-coding
Cntd1,0.0114817714976306,0.014632110310523,0.610085341705979,1217,protein-coding
Becn1,0.0029154509772882,0.0031406192485716,0.4775875246719014,51137,protein-coding
Psme3,-0.0190296423429349,-0.0204611637211502,1.464591248397434e-05,44858,protein-coding
Aoc2,0.0306535107721242,0.0343755661860627,0.1577916204677176,1690,protein-coding
Aoc3,-0.0957743917797865,-0.1079118719372293,6.689237799820041e-10,3256,protein-coding
Aarsd1,0.007773798637946,0.0092919997988815,0.0832904561000535,34741,protein-coding
Rundc1,0.0229485845428603,0.0209082481929646,0.0513218542911891,8688,protein-coding
Rpl27,-0.0868552272765122,-0.0891130877097462,8.09598024107326e-259,148134,protein-coding
Ifi35,0.0481636489396458,0.0438959971750482,1.5704793009127978e-19,42371,protein-coding
Vat1,0.0279222392603974,0.024137360974565,1.3228747296793556e-06,40137,protein-coding
Rnd2,-0.0276469557094061,-0.0282899620286709,0.8679932898226258,37,protein-coding
Brca1,0.0088307029411136,0.013602334519237,0.4396412204841746,3230,protein-coding
Nbr1,0.0239481197881835,0.0201969897217282,0.0010789159232052,26196,protein-coding
Tmem106a,0.0189305321547914,0.0163909289257111,0.0303007084452667,17465,protein-coding
Rdm1,0.008924073385663,0.0092245634367389,0.1335862376546722,26447,protein-coding
Arl4d,0.0210596453289378,0.0184275781913108,0.0178628138383594,16519,protein-coding
Dhx8,0.0056832422762961,0.0059201150334232,0.5055462908962434,12650,protein-coding
Etv4,0.0231508514751926,0.0360522693826956,0.0472911296164929,3028,protein-coding
Meox1,0.0042086173258462,0.0035193493951775,0.7597031115265873,7556,protein-coding
Sost,-0.0613238217444503,-0.0602194862924895,0.2511390385289835,365,protein-coding
Dusp3,0.1109651716080349,0.0913449686084715,5.518622009342959e-63,33493,protein-coding
Mpp3,-0.0736323861750809,-0.0457101132954371,0.1840933799536529,846,protein-coding
Cd300lg,0.3085055647606736,0.2337391592079711,2.0058438073156397e-198,16078,protein-coding
Mpp2,0.0676866437799609,0.0655680601078745,0.0001667807712512,3292,protein-coding
Ppy,0.0371360368853602,0.0227133990256443,0.1387430968476337,4250,protein-coding
Pyy,0.0181996624317395,0.0116869309209085,0.4227197718792504,4708,protein-coding
Nags,-0.0883911796774979,-0.0315423061221079,0.283299235753712,1159,protein-coding
Tmem101,0.0320739711706673,0.0365606745736305,7.540608967381449e-06,14993,protein-coding
Lsm12,-0.0058052130928932,-0.0064237815248922,0.198298399782268,40105,protein-coding
G6pc3,0.0016159877253678,0.0017972050516092,0.7810961976056756,23911,protein-coding
Hdac5,0.0544703453530293,0.0526841047564951,6.407289543253084e-18,26767,protein-coding
Tmub2,0.0178312443968585,0.0171986952777667,0.0087012800654726,23269,protein-coding
Atxn7l3,-0.0016784339828268,-0.0016719984873635,0.8317129442578078,16156,protein-coding
Ubtf,0.0036744206709062,0.0037914183944575,0.3997014028700774,49340,protein-coding
Slc4a1,0.0093100462572988,0.017065269071287,0.1375354241747692,7574,protein-coding
Rundc3a,0.2175642250800278,0.1620816498028554,8.335608635661656e-27,4318,protein-coding
Slc25a39,-0.016575897237365,-0.0146630559070829,0.0034084888280119,39880,protein-coding
Grn,0.0626974721201685,0.0582087851754128,1.3197356970317478e-54,71356,protein-coding
Fam171a2,0.0963594998095502,0.1138867489138954,1.535646535086313e-20,6614,protein-coding
Itga2b,0.0134781396218857,0.0155928754446959,0.2237305447352331,6090,protein-coding
Gpatch8,0.014749095420374,0.0141886481815874,0.0198945208282799,26928,protein-coding
Fzd2,0.02176640451407,0.0283079630973032,0.0782717177958472,3870,protein-coding
Ccdc43,0.0286486956815271,0.0316232267054709,0.0002124371489139,13713,protein-coding
Adam11,-0.0553382577486019,-0.078565484828136,0.0203262562722781,872,protein-coding
Gjc1,-0.0093933122402458,-0.009308804367139,0.5043729028719748,5146,protein-coding
Higd1b,-0.0778827521251818,-0.0814767197411764,0.0016881899269696,1483,protein-coding
Eftud2,0.0180780118680838,0.0218680883750547,0.0009863499841551,22692,protein-coding
Ccdc103,0.0102423839834624,0.0135563084508219,0.749111232152881,559,protein-coding
Gfap,-0.0122870431876856,-0.0214104130236233,0.5416229010191024,815,protein-coding
Kif18b,-0.0028203247675181,-0.0064431752869074,0.804976661382691,1471,protein-coding
C1ql1,0.0646192625806159,0.0669136358481955,0.2938973759008981,248,protein-coding
Dcakd,0.0361235796766384,0.0384105152625441,2.734979502520293e-06,14899,protein-coding
Nmt1,0.0252361172464446,0.0243724679869191,5.782856665895963e-05,27220,protein-coding
Plcd3,0.0327720194182044,0.0313552963778665,0.0291564859107185,4840,protein-coding
Acbd4,-0.0119981177069555,-0.0115396811011737,0.1097427143407668,19210,protein-coding
