gene,slope_z,r,p,n_cells_expr
Mir1956,-0.004099935764442293,-0.005975982128109283,0.9546636094428859,93
Tspan5,0.06382466379956775,0.07814375307674641,1.2127736465161773e-30,21621
Rap1gds1,0.010343944818689957,0.009775672986578492,0.17345444870682966,19390
B930007M17Rik,0.01481959610836201,0.015394573985425998,0.9062617965461454,61
Unc5c,0.18659908474194573,0.1332301681257136,1.2333895406173552e-06,1316
Bmpr1b,0.05832132855809718,0.06269628285952805,0.08514892269985527,755
Pdlim5,0.04350334244390591,0.04113131216982167,1.8287957192726535e-12,29331
Gbp5,0.09148028150845891,0.07561337400932194,1.7372628125026093e-08,5543
Gbp7,0.12461977351361488,0.1105215218563398,3.042350432376889e-55,19945
Gbp3,0.11219933762469753,0.10462090189499285,2.5678045761414722e-39,15640
Gbp1,0.28421522188989673,0.12615169300784077,0.007245800985960881,452
Gbp2,0.08848437360909486,0.07921429072798332,2.0909611409022799e-29,20141
Ccbl2,0.017128171075650227,0.014594394015455474,0.21116033117292438,7342
Gtf2b,0.04963359428909944,0.04789088611709723,3.684363403580569e-20,36839
Pkn2,0.05937310878670754,0.055896992129817094,5.946165714668421e-32,44230
Lmo4,-0.028259781461102567,-0.03338659599286692,1.2458872921892672e-17,65527
Hs2st1,0.03449343738141945,0.03748369861577149,0.0001925954985053359,9890
Sep15,0.048255049792732554,0.04919519642106329,3.5212859345950505e-62,114286
Sh3glb1,0.047322196490409356,0.04675611815756418,1.783458028597752e-49,99909
Clca1,0.11288576816823628,0.12859184076576866,1.5145435687198763e-10,2462
Clca2,-0.015075873967569016,-0.03132581915660945,0.018014657224024056,5701
Clca4,-0.21144451074917373,-0.16374927395601555,0.0017726625467188635,362
AI747448,0.23869570737482437,0.07514976463894114,0.6930782647943199,30
Clca6,1.5336327242368215,0.33520500261093944,2.9934522685585217e-16,563
Clca3,0.39991271635056563,0.17731546238506876,0.0034034924563808035,271
Clca5,0.0527552406248608,0.08573775671868365,6.991144173969586e-10,5156
Odf2l,0.06338777459984823,0.059526510623166516,1.156330082848089e-05,5421
Col24a1,-0.15965567722144983,-0.29626382674117263,2.0438215830281374e-06,248
Znhit6,0.027089440824308614,0.03192154043081127,3.848520666852912e-05,16623
Cyr61,0.05747168406736522,0.05440711432813721,1.8480001359306474e-22,32068
Ddah1,-0.12205920630170373,-0.11349920676337025,9.707663729565192e-32,10602
Bcl10,0.020492463271963822,0.021977280401095773,3.182109172284727e-08,63327
2410004B18Rik,0.022819088403717963,0.0241022175573107,0.0004502551758564071,21189
