tissue,cell_type,go_term,NES,FDR
Bladder,bladder cell,Lysosome Organization (GO:0007040),1.1422007117377035,0.9194787586622476
Bladder,bladder cell,Negative Regulation Of Fat Cell Differentiation (GO:0045599),-1.1412129388791266,1.0
Bladder,bladder cell,Positive Regulation Of Gene Expression (GO:0010628),-1.1411579002991163,1.0
Bladder,bladder cell,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),-1.1393542746858225,1.0
Bladder,bladder cell,Negative Regulation Of Cell Growth (GO:0030308),-1.1387542795297851,1.0
Bladder,bladder cell,Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),-1.1385474285479893,1.0
Bladder,bladder cell,Positive Regulation Of Cell Death (GO:0010942),-1.138292124972492,1.0
Bladder,bladder cell,Protein Homotetramerization (GO:0051289),-1.1380464490162652,1.0
Bladder,bladder cell,Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),-1.136698934710913,1.0
Bladder,bladder cell,Insulin Receptor Signaling Pathway (GO:0008286),-1.1338527525599842,1.0
Bladder,bladder cell,Autophagy Of Mitochondrion (GO:0000422),-1.1330149857179503,1.0
Bladder,bladder cell,Regulation Of Amide Metabolic Process (GO:0034248),-1.1329133150305588,1.0
Bladder,bladder cell,Regulation Of DNA Binding (GO:0051101),1.132582301625831,0.9512647688632548
Bladder,bladder cell,Epithelial Cell Migration (GO:0010631),1.1311951439315966,0.9453434326427168
Bladder,bladder cell,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1.1300096244489235,0.9397996778589796
Bladder,bladder cell,Plasma Membrane Repair (GO:0001778),-1.1298298224206649,1.0
Bladder,bladder cell,Lysosomal Transport (GO:0007041),-1.1295096792918675,1.0
Bladder,bladder cell,Nucleotide-Excision Repair (GO:0006289),-1.1290489876282026,1.0
Bladder,bladder cell,Positive Regulation Of Kinase Activity (GO:0033674),-1.129006094079075,1.0
Bladder,bladder cell,Positive Regulation Of DNA Recombination (GO:0045911),1.12818993871039,0.9362803157023476
Bladder,bladder cell,Regulation Of Response To External Stimulus (GO:0032101),-1.1273663444190485,1.0
Bladder,bladder cell,Regulation Of Translational Initiation (GO:0006446),-1.1269849479392415,1.0
Bladder,bladder cell,Regulation Of Multicellular Organismal Development (GO:2000026),1.1262677849494318,0.9343814410487826
Bladder,bladder cell,Endoderm Formation (GO:0001706),1.1261787799680905,0.9242801278644238
Bladder,bladder cell,B Cell Differentiation (GO:0030183),-1.1250081125781433,1.0
Bladder,bladder cell,Protein Exit From Endoplasmic Reticulum (GO:0032527),1.1249676109470486,0.919020329081718
Bladder,bladder cell,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1.1242139262250663,0.9119006370249212
Bladder,bladder cell,Cellular Response To UV (GO:0034644),-1.121122806118784,1.0
Bladder,bladder cell,Modulation By Host Of Viral Process (GO:0044788),1.1197897596383346,0.920247553610962
Bladder,bladder cell,TOR Signaling (GO:0031929),-1.1192791624613203,1.0
Bladder,bladder cell,Skeletal System Development (GO:0001501),1.1192768961170343,0.912570626273622
Bladder,bladder cell,Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),-1.1178118593086033,1.0
Bladder,bladder cell,Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),1.1177639041270473,0.9097911244414812
Bladder,bladder cell,Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),-1.11729262640993,1.0
Bladder,bladder cell,Positive Regulation Of Protein Transport (GO:0051222),1.1168019811963292,0.9045263712912894
Bladder,bladder cell,Negative Regulation Of Protein Kinase Activity (GO:0006469),1.1166341489956912,0.8956874913691374
Bladder,bladder cell,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),-1.1163454944893507,1.0
Bladder,bladder cell,Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),1.115696663462299,0.8900082856282013
Bladder,bladder cell,BMP Signaling Pathway (GO:0030509),-1.1147166226185818,1.0
Bladder,bladder cell,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),-1.1145702937316049,1.0
Bladder,bladder cell,mRNA Metabolic Process (GO:0016071),1.1144923857050906,0.8858884337856865
Bladder,bladder cell,Protein Targeting (GO:0006605),1.1141277891091887,0.8784582416512215
Bladder,bladder cell,Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),-1.1136809078060723,1.0
Bladder,bladder cell,Nuclear Transport (GO:0051169),-1.1128545695862035,1.0
Bladder,bladder cell,Regulation Of Mitochondrion Organization (GO:0010821),1.1125925703365005,0.8755088128954505
Bladder,bladder cell,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),-1.1101312544066435,1.0
Bladder,bladder cell,Regulation Of Actin Filament-Based Process (GO:0032970),1.1100951198360791,0.8770237702815176
Bladder,bladder cell,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),1.1099896653001808,0.8688588873331796
Bladder,bladder cell,Macromolecule Modification (GO:0043412),-1.109875497229449,1.0
Bladder,bladder cell,Nucleocytoplasmic Transport (GO:0006913),-1.109556665652678,1.0
Bladder,bladder cell,Regulation Of Organelle Organization (GO:0033043),1.1094592908891368,0.8625978844955638
Bladder,bladder cell,Mitotic Sister Chromatid Segregation (GO:0000070),-1.108928533695876,1.0
Bladder,bladder cell,Positive Regulation Of Multicellular Organismal Process (GO:0051240),1.1083480386415303,0.8588942669826408
Bladder,bladder cell,Synaptic Vesicle Recycling (GO:0036465),-1.107736500592606,1.0
Bladder,bladder cell,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),-1.1076997835676363,1.0
Bladder,bladder cell,Positive Regulation Of Apoptotic Process (GO:0043065),-1.107201443420855,1.0
Bladder,bladder cell,Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),-1.1054500671931893,1.0
Bladder,bladder cell,Positive Regulation Of Angiogenesis (GO:0045766),1.1052787504027444,0.8615762959296402
Bladder,bladder cell,Positive Regulation Of Response To Biotic Stimulus (GO:0002833),-1.1043581573035477,1.0
Bladder,bladder cell,Organonitrogen Compound Catabolic Process (GO:1901565),-1.104269238319327,1.0
Bladder,bladder cell,Positive Regulation Of Myoblast Differentiation (GO:0045663),-1.1038471879043463,1.0
Bladder,bladder cell,Epithelial Cell Differentiation (GO:0030855),1.1031340254024842,0.8614830919178884
Bladder,bladder cell,Regulation Of Amyloid-Beta Formation (GO:1902003),1.1028091576005112,0.8548089729763215
Bladder,bladder cell,Regulation Of Macromolecule Biosynthetic Process (GO:0010556),-1.1024636474696852,1.0
Bladder,bladder cell,Regulation Of Myoblast Differentiation (GO:0045661),-1.1012058539878096,1.0
Bladder,bladder cell,Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),-1.1011458253208963,1.0
Bladder,bladder cell,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),-1.10104690454398,1.0
Bladder,bladder cell,Artery Morphogenesis (GO:0048844),-1.1006024414343178,1.0
Bladder,bladder cell,Defense Response To Virus (GO:0051607),-1.0999587667274806,1.0
Bladder,bladder cell,Negative Regulation Of Cell Differentiation (GO:0045596),-1.099363937588802,1.0
Bladder,bladder cell,'De Novo' Post-Translational Protein Folding (GO:0051084),1.0973601776166586,0.8675779811522882
Bladder,bladder cell,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),-1.0966321604842928,1.0
Bladder,bladder cell,Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),-1.0964674968594603,1.0
Bladder,bladder cell,Positive Regulation Of Programmed Cell Death (GO:0043068),-1.096397816089313,1.0
Bladder,bladder cell,Protein Modification Process (GO:0036211),-1.0963117526270914,1.0
Bladder,bladder cell,Ras Protein Signal Transduction (GO:0007265),-1.0961592759897072,1.0
Bladder,bladder cell,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),-1.0957694193177725,1.0
Bladder,bladder cell,Endomembrane System Organization (GO:0010256),1.0943331182255815,0.8721908161516538
Bladder,bladder cell,Membrane Lipid Biosynthetic Process (GO:0046467),-1.0942408270774937,1.0
Bladder,bladder cell,Kidney Development (GO:0001822),1.093742932233635,0.866619446574817
Bladder,bladder cell,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),-1.0936768311638632,1.0
Bladder,bladder cell,Regulation Of Blood Coagulation (GO:0030193),1.093157075425051,0.8612281119625199
Bladder,bladder cell,Negative Regulation Of Cell Adhesion (GO:0007162),-1.0928145128780122,1.0
Bladder,bladder cell,Chemical Synaptic Transmission (GO:0007268),-1.0903403580680735,1.0
Bladder,bladder cell,Regulation Of Ras Protein Signal Transduction (GO:0046578),1.088677867808866,0.8705104101654974
Bladder,bladder cell,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),-1.0886323990611644,1.0
Bladder,bladder cell,Regulation Of Protein Phosphorylation (GO:0001932),1.0883133741175042,0.8639021409316697
Bladder,bladder cell,Cellular Response To Organic Substance (GO:0071310),-1.087782897990042,1.0
Bladder,bladder cell,DNA-templated Transcription Initiation (GO:0006352),-1.0877105180367064,1.0
Bladder,bladder cell,Transcription Preinitiation Complex Assembly (GO:0070897),-1.0874801623614463,1.0
Bladder,bladder cell,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",-1.0872768401772512,1.0
Bladder,bladder cell,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),-1.0871263461233696,1.0
Bladder,bladder cell,Lipid Transport (GO:0006869),-1.086990585412834,1.0
Bladder,bladder cell,Protein Phosphorylation (GO:0006468),-1.08655378177623,1.0
Bladder,bladder cell,Cellular Response To Starvation (GO:0009267),-1.0861311532081392,1.0
Bladder,bladder cell,Vesicle-Mediated Transport (GO:0016192),-1.0855311937718106,1.0
Bladder,bladder cell,Response To Cytokine (GO:0034097),-1.0851843036074351,1.0
Bladder,bladder cell,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),1.0847134913247969,0.8695857648414498
Bladder,bladder cell,Regulation Of Receptor Internalization (GO:0002090),1.0835694612066755,0.866047509726607
Bladder,bladder cell,Negative Regulation Of Cellular Process (GO:0048523),-1.082854121953052,1.0
Bladder,bladder cell,Phospholipid Metabolic Process (GO:0006644),-1.0808862758150988,1.0
Bladder,bladder cell,Endoplasmic Reticulum Organization (GO:0007029),1.080792785858309,0.8690486819617459
Bladder,bladder cell,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",-1.0802396986313323,1.0
Bladder,bladder cell,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),-1.0749915466617077,1.0
Bladder,bladder cell,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),1.0743181732408398,0.8864819042395119
Bladder,bladder cell,intra-Golgi Vesicle-Mediated Transport (GO:0006891),-1.0721323750498055,1.0
Bladder,bladder cell,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),-1.0717488987391472,1.0
Bladder,bladder cell,Inflammatory Response (GO:0006954),-1.0716718150112456,1.0
Bladder,bladder cell,Small GTPase Mediated Signal Transduction (GO:0007264),-1.0712207820605368,1.0
Bladder,bladder cell,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),-1.0699820436812275,1.0
Bladder,bladder cell,Cellular Component Assembly (GO:0022607),-1.0683662046167302,1.0
Bladder,bladder cell,Regulation Of Cell Motility (GO:2000145),-1.068240041034284,1.0
Bladder,bladder cell,Negative Regulation Of Metabolic Process (GO:0009892),-1.0669720880427649,1.0
Bladder,bladder cell,Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),-1.0660808341610013,1.0
Bladder,bladder cell,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),1.0659297014291214,0.912211040312326
Bladder,bladder cell,Fatty Acid Metabolic Process (GO:0006631),-1.0658408358324958,1.0
Bladder,bladder cell,Response To Organonitrogen Compound (GO:0010243),-1.0656774923027257,1.0
Bladder,bladder cell,Selective Autophagy (GO:0061912),-1.0649548995976807,1.0
Bladder,bladder cell,Regulation Of Exocytosis (GO:0017157),-1.0617489438210002,1.0
Bladder,bladder cell,Nucleosome Assembly (GO:0006334),-1.0612854398695806,1.0
Bladder,bladder cell,Modification-Dependent Protein Catabolic Process (GO:0019941),-1.061141152523356,1.0
Bladder,bladder cell,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),1.0600100214176804,0.9266854037487244
Bladder,bladder cell,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),-1.0594841282583531,1.0
Bladder,bladder cell,Protein O-linked Glycosylation (GO:0006493),-1.0591206602767402,1.0
Bladder,bladder cell,Vacuolar Acidification (GO:0007035),1.0589163388542482,0.9235309487044292
Bladder,bladder cell,NIK/NF-kappaB Signaling (GO:0038061),-1.0588333513020045,1.0
Bladder,bladder cell,Regulation Of Cellular Component Biogenesis (GO:0044087),1.058459674088747,0.9177494995007456
Bladder,bladder cell,Maturation Of LSU-rRNA (GO:0000470),-1.057929201279141,1.0
Bladder,bladder cell,Negative Regulation Of Neuron Death (GO:1901215),-1.0576681084139106,1.0
Bladder,bladder cell,Negative Regulation Of Angiogenesis (GO:0016525),-1.0573913808073916,1.0
Bladder,bladder cell,Intracellular Glucose Homeostasis (GO:0001678),1.0569570312969152,0.915782871470273
Bladder,bladder cell,Negative Regulation Of Mitochondrion Organization (GO:0010823),1.0555469265740227,0.9137284224604824
Bladder,bladder cell,Protein Dephosphorylation (GO:0006470),-1.0545926965852608,1.0
Bladder,bladder cell,Positive Regulation Of Transport (GO:0051050),1.0545642856838675,0.9097344893526031
Bladder,bladder cell,Neuron Projection Guidance (GO:0097485),1.0542894307906894,0.9037297378728532
Bladder,bladder cell,Regulation Of Neurogenesis (GO:0050767),-1.0541213095182316,1.0
Bladder,bladder cell,Peptidyl-Threonine Phosphorylation (GO:0018107),-1.054064248976058,1.0
Bladder,bladder cell,Membrane Fission (GO:0090148),1.053287365695831,0.9001358370756156
Bladder,bladder cell,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),1.0521009116066582,0.8976195574039235
Bladder,bladder cell,Neuron Projection Morphogenesis (GO:0048812),-1.049757608950534,1.0
Bladder,bladder cell,Negative Regulation Of Inflammatory Response (GO:0050728),-1.0487865819230733,1.0
Bladder,bladder cell,Nuclear Membrane Reassembly (GO:0031468),-1.0482401171394078,1.0
Bladder,bladder cell,Cellular Response To Insulin Stimulus (GO:0032869),-1.0482043182631733,1.0
Bladder,bladder cell,Response To Peptide Hormone (GO:0043434),-1.0468421245712325,1.0
Bladder,bladder cell,Protein Ubiquitination (GO:0016567),-1.0462499247801955,1.0
Bladder,bladder cell,Positive Regulation Of Endocytosis (GO:0045807),1.0459908704521146,0.9132162831425128
Bladder,bladder cell,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),-1.0453490000490795,1.0
Bladder,bladder cell,Monocarboxylic Acid Metabolic Process (GO:0032787),-1.0450650898190428,1.0
Bladder,bladder cell,Extracellular Matrix Assembly (GO:0085029),1.0448440185685903,0.9099979475698994
Bladder,bladder cell,Ephrin Receptor Signaling Pathway (GO:0048013),1.044227915622952,0.9056729755255292
Bladder,bladder cell,Response To Lipopolysaccharide (GO:0032496),-1.0441775460259737,1.0
Bladder,bladder cell,Late Endosome To Vacuole Transport (GO:0045324),-1.0427697745945654,1.0
Bladder,bladder cell,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),-1.0418452027509713,1.0
Bladder,bladder cell,Mitochondrion Disassembly (GO:0061726),-1.041132901714604,1.0
Bladder,bladder cell,Protein-Containing Complex Assembly (GO:0065003),-1.0407666660885593,1.0
Bladder,bladder cell,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),1.0407234817644653,0.9122123748530896
Bladder,bladder cell,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),-1.0398898651668584,1.0
Bladder,bladder cell,Positive Regulation Of DNA Repair (GO:0045739),-1.0397869972534453,1.0
Bladder,bladder cell,Protein Autoubiquitination (GO:0051865),-1.0382203566071309,1.0
Bladder,bladder cell,Embryonic Limb Morphogenesis (GO:0030326),-1.0381127510968582,1.0
Bladder,bladder cell,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),-1.0376356534662794,1.0
Bladder,bladder cell,Protein Processing (GO:0016485),1.037397417799081,0.916732646402257
Bladder,bladder cell,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),-1.0373030191789812,1.0
Bladder,bladder cell,Nucleosome Organization (GO:0034728),-1.036049943173455,1.0
Bladder,bladder cell,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),1.0358748744798367,0.9160442298500092
Bladder,bladder cell,Lamellipodium Organization (GO:0097581),1.0356055174869,0.9102417447262032
Bladder,bladder cell,Sensory Organ Development (GO:0007423),-1.0344583338686717,1.0
Bladder,bladder cell,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),1.0333944198142089,0.9119255855735215
Bladder,bladder cell,Nuclear Export (GO:0051168),-1.032971134981043,1.0
Bladder,bladder cell,Negative Regulation Of Catabolic Process (GO:0009895),-1.032338747992796,1.0
Bladder,bladder cell,Negative Regulation Of Multicellular Organismal Process (GO:0051241),-1.031974868410089,1.0
