__mclCluster,EnrichmentMap::-log10(pvalue) (noncon_human_down),EnrichmentMap::-log10(pvalue)*sign(NES) (noncon_human_down),EnrichmentMap::-log10(pvalue)_max,EnrichmentMap::Colouring (noncon_human_down),EnrichmentMap::ES (noncon_human_down),EnrichmentMap::fdr_qvalue (noncon_human_down),EnrichmentMap::fwer_qvalue (noncon_human_down),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (noncon_human_down),EnrichmentMap::pvalue (noncon_human_down),name,selected,shared name
27,2.0094508874602401,2.0094508874602401,2.0094508874602401,0.99021526400000004,,7.7618173999999998E-2,,HDAC4|UBE2I|CAPN3|SENP1|NSMCE1|NSMCE2|TRPM4|NSMCE3|NSMCE4A|PARK7|SUMO1|SUMO2|PIAS3|BCL11A|TOPORS|CBX4|STX1A|EGR1|EGR2|FSCB|HMG20A|TRIM38|HMG20B|CTNNB1|KIAA1586|PIAS4|SENP2|PML|NFATC2IP|SUMO4|RASD2|SENP5|RANBP2|SUMO3|TOLLIP|SMC5|UBA2|SMC6|UHRF2|ZMIZ1|ZMIZ2|EID3|MDM2|PIAS2|RWDD3|TRIM27|ZNF451|GNL3|GNL3L|HDAC7|SLF1|SLF2|RANGAP1|CDKN2A|ARNT|MUL1|RELA|TRIM28|RNF212|EYA1|PIAS1|IFIH1|ZBED1|SAE1|SENP6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PROTEIN_SUMOYLATION,65,ENR,GOBP_PROTEIN_SUMOYLATION,1,9.7847360000000005E-3,GOBP_PROTEIN_SUMOYLATION,FALSE,GOBP_PROTEIN_SUMOYLATION
26,1.9858753788493999,1.9858753788493999,1.9858753788493999,0.98966942199999997,,7.8577179999999996E-2,,MAP3K10|ERBB2|PIK3CG|FGF2|ERN1|FGFR1|PIK3R6|MAP3K5|PIK3R5|TLR6|ELANE|PTPN1|MAP4K2|PDGFRB|CRIPTO|DIRAS1|TENM1|DIRAS2|S100A12|DRD4|FLT3|EZH2|FLT1|MAP3K11|PDGFB|FGF1|MAP3K7|PDCD10|ARHGEF5|FGF18|NEK10|RASGRP1|SASH1|TNF|MAP3K4|TPD52L1|TRAF6|TRAF2|MST1R|TAOK3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,40,ENR,GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,1,1.0330578E-2,GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,FALSE,GOBP_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY
6,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.9528226000000001E-3,,BCL2L11|UFL1|XBP1|ERN1|DNAJC10|DAB2IP|ERN2|PARP16|VAPB|AGR2|PTPN1|HSPA5|DDRGK1|TMBIM6|TMEM33|COPS5|BAK1|BAX|FICD|BBC3|DNAJB9|BFAR,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,22,ENR,GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,1,0,GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,FALSE,GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
5,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.3468849E-2,,HELQ|RHNO1|HMGA2|ATM|APLF|UVRAG|SMARCAL1|KDM4D|NSMCE2|KMT5B|KMT5C|MAD2L2|TOPBP1|MRE11|XRCC4|XRCC6|MRNIP|NBN|ZBTB7A|NSD2|NUDT16L1|PARP3|HMGB1|PLK1|PNKP|POLQ|POT1|SMC5|ASTE1|PRKDC|ERCC1|LIG3|ERCC4|RIF1|DCLRE1A|DCLRE1B|DCLRE1C|FH|RNF168|DNTT|RNF8|PRPF19|ERCC6L2|ACTR2|SETMAR|SHLD1|SHLD2|SHLD3|HMGB2|HSF1|AUNIP|ATP23|XRCC5|IFFO1|KDM2A|LIG4|SMCHD1|HMCES|CYREN|NHEJ1|DEK|TFIP11|TOP2B|TP53BP1|POLA1|POLB|POLL|POLM|ERCC6|ERCC8|PSMD14|USP51|WAS|WRAP53|XRCC1|MLH1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,76,ENR,GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,1,0,GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,FALSE,GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING
4,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.0870582E-3,,ARFGAP3|TRAPPC4|TRAPPC5|TRAPPC6A|TRAPPC6B|TRAPPC8|TRAPPC9|TRIP11|PDCD6|PEF1|WDR11|PPP6C|PREB|SNAP29|CEP19|AP1M2|YKT6|PSEN1|C17ORF75|CSNK1D|CLASP1|CLASP2|CUL3|SAR1A|SAR1B|NAGLU|EXOC3|EXOC7|SEC16A|EXOC1|FAM91A1|EXOC2|EXOC4|SCRIB|EXOC5|EXOC6|EXOC6B|IRAG2|EXOC8|GBF1|SNAP23|MAP4K2|NLGN1|KLHL12|WIPI1|TFG|SEPTIN5|TMED10|TMED2|STARD3|AP1AR|STARD3NL|TMED9|TRAPPC1|MAPK15|TRAPPC10|TRAPPC11|TRAPPC12|TRAPPC13|TRAPPC2|TRAPPC2B|TRAPPC2L|ARFGAP2|TBC1D23|TRAPPC3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VESICLE_TARGETING,65,ENR,GOBP_VESICLE_TARGETING,1,0,GOBP_VESICLE_TARGETING,FALSE,GOBP_VESICLE_TARGETING
4,2.71432976660709,2.71432976660709,2.71432976660709,1,,2.0602306000000001E-2,,SEC16A|TRAPPC4|TRAPPC5|TRAPPC6A|TRAPPC8|PDCD6|PEF1|PPP6C|PREB|KLHL12|TFG|TMED10|TMED2|CSNK1D|TRAPPC1|CUL3|MAPK15|SAR1A|SAR1B|TRAPPC11|TRAPPC12|TRAPPC2|TRAPPC2B|TRAPPC2L|TRAPPC3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI,25,ENR,GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI,1,0,GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI,FALSE,GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI
10,2.2278866872418899,2.2278866872418899,2.2278866872418899,0.99408284000000002,,5.1793609999999997E-2,,CAV1|AGBL4|CAV3|NKD2|FZR1|PSMD10|HECTD1|AKT1|ATP5IF1|HSPA1B|HSPBP1|CBFA2T3|KEAP1|NEURL3|TRAF7|CDK5RAP3|GSK3A|BBS7|GSK3B|PSEN1|PLK1|RACK1|SIRT6|KLHL40|L3MBTL3|DDRGK1|RNF139|TMX1|MTOR|MAPK9|MDM2|FBXW7|NUB1|PABIR1|AGTPBP1|CSNK1A1|PAQR3|GABARAP|DAB2IP|PLK3|SMAD7|SOCS5|FMR1|IKBKG|SIRT1|PRICKLE1|USP5|AURKA|OSBPL7|RNFT1|RNFT2|BAG6|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|HSPA1A|PIAS1|CTSC|PSMC6|TMEM259|CLU|RAD23A|TMTC3|RCHY1|RFPL1|IL33|RBX1|RNF180|TAF1|USP13|AXIN1|WFS1|SH3RF1|SH3RF2|BCAP31|SH3RF3|TF|NOP53|NUPR1|SMURF1|CCDC22|SOCS4|ECSCR|PTEN|ELOB|DISC1|SUMO1|SUMO2|KCNE2|GCLC|TRIB1|STUB1|TGFB1I1|TRIB2|TRIB3|TRIM67|NFE2L2|CSNK1D|DAB2|ATXN3|BAG2|UBQLN1|UBQLN2|VCP|PRKN|UFL1|CDC20|TREM2|XBP1|CDC20B|CHFR|HAMP|PTK2|PTK2B|COP1|ZER1|SGTA|ZFAND2A|CSNK1E|GBA1|ZYG11B|AXIN2|DDA1|PYHIN1|DET1|DNAJB2|DVL1|CEBPA|HERPUD1|RNF185|LAPTM5|FBXO22|LRRK2|SIRT2|EGF|FBXW8,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,138,ENR,GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,1,5.9171600000000003E-3,GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,FALSE,GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS
,2.0746336508689902,2.0746336508689902,2.0746336508689902,0.99157894800000002,,5.8967276999999998E-2,,OSBPL5|PITPNB|ABCA7|P2RX7|ATG9A|OSBP|ATG9B|OSBPL10|OSBPL8|MTTP|ANO3|ANO4|ANO7|ANO9|ATP10A|ATP10D|ATP11A|SLC4A1|ATP11B|ATP11C|TMEM30A|ATP8A1|TMEM30B|ATP8A2|ATP8B1|ATP8B2|ATP8B3|ATP8B4|C2CD2L|CLPTM1L|ESYT1|GLTP|GLTPD2|OSBPL2|PCTP|PITPNA|PITPNC1|CPTP|PLEKHA8|PLSCR2|PLSCR5|PLTP|PRELID2|PRELID3A|PRELID3B|TMEM63B|XKR4|XKR6|XKR7|XKR8|XKR9|PITPNM1|PITPNM2|PITPNM3|PLA2G10|TRIAP1|VDAC2|SERINC3|ABCA3|CERT1|FASLG|APOA1|APOA2|APOA4|APOC1|APOC2|ATP9A|ATP9B|PLSCR1|VAPA|CETP|DBI|XRCC4|SCARB1|SCP2|ABCA1|SERINC2|SERINC5|ATP10B|ABCB1|ABCG8|BLTP1|PLSCR4|TMEM41B|ETNPPL|ABCA4|NPC2|TNFAIP8L3|SPNS1|SCARB2|ABCA12|ABCC1|VMP1|KCNN4|SLC66A2|ANO6|ABCG1|PRELID1|ABCB4|PRAP1|LDLR|APOA5|APOC3|APOE|MFSD2A|TRPC5|PLSCR3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_PHOSPHOLIPID_TRANSPORT,107,ENR,GOBP_PHOSPHOLIPID_TRANSPORT,1,8.4210520000000001E-3,GOBP_PHOSPHOLIPID_TRANSPORT,FALSE,GOBP_PHOSPHOLIPID_TRANSPORT
,2.3847117261093702,2.3847117261093702,2.3847117261093702,0.99587628849999998,,4.5865174000000002E-2,,SLC6A12|SLC6A14|SLC6A20|SLC38A2|SLC7A6|SLC22A2|SLC25A20|SLC44A4|PDZK1|SLC25A29|SLC22A4|SLC22A16|SLC22A5|SLC22A3|SLC16A9|SLC25A19|SLC22A1|SLC22A15,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,18,ENR,GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,1,4.1237115000000001E-3,GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT,FALSE,GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT
8,2.3838154085412899,2.3838154085412899,2.3838154085412899,0.99586776899999996,,3.7773274000000003E-2,,ADRB2|CFL1|NES|VIL1|FYCO1|PPP1CA|UVRAG|AURKB|SMCR8|PDXP|CARMIL1|SLN|CARMIL2|CFL2|WDR1|F2RL1|PLEK|SETX|SPAST|DSTN|STMN2|CALCOCO2|ACTN2|EIF5A2|EIF5AL1|PPP1R10|SEMA5A|BNIP3|IGF1R|EIF5A|KATNB1|JMJD4|WASHC2C|INSR|TNF|WNK1|TOM1|TRPV4|IRGM|CRACD,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,40,ENR,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,1,4.1322310000000001E-3,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,FALSE,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY
2,2.71432976660709,2.71432976660709,2.71432976660709,1,,1.5691843E-2,,NEK2|HSPA1B|NSMCE2|ARHGEF10|CENPC|CENPE|CCDC61|CENPF|RAN|CDC42|CENPI|PINX1|CDK5RAP2|CENPK|CCNB1|CDK1|KIF14|PRDM9|CEP192|DLGAP5|SMARCA5|SMC3|KIF11|TERF1|KIF15|KIF25|MAP9|NDC80|NUP62|OFD1|PPP1CC|UBE2B|WAPL|PRICKLE1|AURKA|SGO1|SPICE1|KNTC1|BAG6|MIS12|CHMP4A|CHMP4B|RB1|SEH1L|LATS1|PTEN|LSM14A|RHOA|UBE2C|CUL3|DYNC1LI1|USP44|ABRAXAS1|ACTB|ACTL6A|ACTL6B|ACTR2|ARID1A|ARID1B|ARID2|GOLGA2|RIPOR2|BCL7A|BCL7B|BCL7C|BRD7|BAZ1B|BIRC5|BUB1B|KATNB1|BUB3|CDCA8|DPF1|DPF2|ESPL1|DPF3|HASPIN|HECW2|INCENP|LCMT1|MAD2L1|NEK6|AKAP8L|NUF2|PSMG2|SIRT2|RIOK2|MAPK15|SPC24|SPC25|SPDL1|TACC3|FMN2|TEX14|TTK|ZNF207|TENT4A|ZWILCH|ZWINT|AAAS|POLDIP2|ABRAXAS2|ACTR3|AGO4|AKAP8|C9ORF78|INO80|ANKRD53|ASPM|AURKC|BCCIP|KAT5|BOD1|CCDC66|CCNB2|KMT5A|CCNE1|CCNE2|CCSAP|MAD2L2|CENPQ|RAB11A|CEP55|CEP97|CHAMP1|MRE11|DIS3L2|DRG1|DSN1|DYNC1H1|ECT2|EML3|SIRT7|EML4|CHEK2|FAM83D|CHMP1A|CHMP1B|CHMP2A|FLNA|PBRM1|CHMP2B|GEM|CHMP3|CHMP4C|PHF10|CHMP5|HORMAD1|CHMP6|KIF18A|PLK1|CHMP7|KIF18B|KIF22|KIF23|RANGRF|KIF2A|KIF2C|KIF4A|KIF4B|KIFC1|KLHDC8B|CLASP1|KNSTRN|CLASP2|KPNB1|BRIP1|M1AP|C14ORF39|KLHL22|MAEL|DCTN2|MAP10|CDCA5|MAP1S|MAPRE1|RMI2|MEIKIN|PPP2R1A|DMC1|MISP|MAP3K20|MYBL2|MZT1|NDC1|NSL1|FANCD2|KIF3B|NUDC|GEN1|NUSAP1|P3H4|SIRT1|PHF13|PMF1|SMARCA2|SMARCA4|PRC1|SMARCB1|PSRC1|SMARCC1|PTTG1|SMARCC2|KASH5|PTTG2|SMARCD1|RAB24|SMARCD2|RACGAP1|SMARCD3|MAJIN|SMARCE1|RCC1|RCC2|MCMDC2|RMDN1|MEIOC|RRS1|SEPTIN1|SKA2|SMC1A|SPAG5|TEX15|NIPBL|SPATA22|SPDYA|STAG1|STAG2|TOP2B|STAG3|SUN1|HNRNPU|PDCD6IP|SYCE1|SYCE1L|SYCE2|HSPA1A|SYCP2|TEX12|RAD21|IK|TPX2|TTL|TTN|TRAPPC12|TUBB8|TUBG1|KNL1|REC8|TUBG2|ZCWPW1|KAT2B|WRAP73|ATM|ANKRD31|BECN1|BUB1|AURKB|MAD1L1|SPO11|MAD2L1BP|NCAPD2|NCAPD3|NCAPG|NCAPG2|TERB1|NCAPH|TERB2|NCAPH2|NUMA1|SKA1|TRIP13|SKA3|UHRF1|SMC2|SMC4|XRCC3|TPR|CDC6|ZW10|CDT1|ANAPC1|ANAPC11|ANAPC15|ANAPC2|ANAPC4|ANAPC5|ANAPC7|APC|DUSP1|EHMT2|CDC16|CDC20|FBXO5|PRP4K|CDC23|CDC27|CHFR|WASHC5|DCAF13|VPS4A|VPS4B|C1ORF146|DDB1|CCNB1IP1|IHO1|MEI4|MLH3|MND1|PRAP1|MSH4|MSH5|PIBF1|PSMC3IP|RNF212|RNF212B|SHOC1|SYCE3|SYCP1|TEX11|MLH1|TOP2A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,322,ENR,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,1,0,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,FALSE,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION
11,1.9216864720092499,1.9216864720092499,1.9216864720092499,0.98802395200000004,,7.1375040000000001E-2,,TEN1|ACD|DCLRE1B|TERF1|NABP2|TINF2|ATM|RTEL1|TNKS|TNKS2|USP7|MRE11|NBN|HNRNPD|TERF2|TERF2IP|CTC1|SPDYA|TFIP11|POT1|PRKDC|RAD50|SMG6|ERCC1|STN1|XRCC1|ERCC4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_TELOMERE_CAPPING,27,ENR,GOBP_TELOMERE_CAPPING,1,1.1976048E-2,GOBP_TELOMERE_CAPPING,FALSE,GOBP_TELOMERE_CAPPING
2,2.0773678968154101,2.0773678968154101,2.0773678968154101,0.99163179899999998,,7.2408169999999994E-2,,AAAS|POLDIP2|ABRAXAS2|INO80|NEK2|NEK7|ASPM|AURKC|BCCIP|CCDC66|CCDC69|HSPA1B|CCNB2|NCOR1|ARHGEF10|CCSAP|RAB11A|CCDC61|CEP97|DRG1|CEP192|DYNC1H1|EML3|CHEK2|CHMP1A|CHMP1B|CHMP2A|FLNA|CHMP2B|CHMP3|GPSM2|CHMP4C|HDAC3|CHMP5|CHMP6|PLK1|CHMP7|GTF2B|KIF23|RANGRF|KIF2A|KIF4A|KIF4B|HAUS1|KIFC1|SMC3|HAUS2|CLASP1|HAUS3|CLASP2|HAUS4|KPNB1|HAUS5|LZTS2|CEP63|HAUS6|HAUS7|HAUS8|MAP10|MAPRE1|MAPRE2|MAPRE3|KIF11|KIF15|PPP2R1A|MISP|MAP9|RPS3|MYBL2|NDC80|MZT1|TNKS|OFD1|KIF3B|PPP2R1B|PRICKLE1|PRC1|AURKA|KASH5|RACGAP1|SAC3D1|RCC1|SASS6|SPICE1|SEPTIN1|STIL|SKA2|SMC1A|SPAG5|STAG1|STAG2|STARD9|HNRNPU|PDCD6IP|CHMP4A|CHMP4B|HSPA1A|TPX2|RNF4|TUBB1|TUBB8|SENP6|TUBGCP2|TUBGCP3|TUBGCP4|TUBGCP5|TUBGCP6|WRAP73|AURKB|NUMA1|SKA1|PTEN|SKA3|UHRF1|LSM14A|RHOA|TPR|TUBB|CSNK1D|CDC20|FBXO5|ABRAXAS1|WASHC5|GOLGA2|DCAF13|RIPOR2|VPS4B|DDB1|BIRC5|CDCA8|PIBF1|INCENP|NEK6|MAPK15|MLH1|ZNF207|BCAS2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SPINDLE_ASSEMBLY,137,ENR,GOBP_SPINDLE_ASSEMBLY,1,8.3682010000000005E-3,GOBP_SPINDLE_ASSEMBLY,FALSE,GOBP_SPINDLE_ASSEMBLY
,2.70156800047338,2.70156800047338,2.70156800047338,0.99801192849999998,,2.8542897000000001E-2,,GPBAR1|BMP4|GPR55|MYC|CCL3|HAND2|HCRTR1|HESX1|IAPP|LIF|LMO3|MAP3K12|CCR1|MARCO|WNK4|HTR2A|MTURN|NOX4|NECAB2|DLG1|NGF|CCR7|NPNT|NTRK1|OPRM1|OR2AT4|P2RY6|PDGFC|CAVIN3|PSCA|RAMP3|RAP1A|CD74|RAP1B|RAPGEF2|EIF3A|ROS1|PDGFRB|RPS6KA6|RRAS|SLC30A10|SPRED1|CD4|SPRED2|SPRED3|CDK1|PDGFA|SPRY3|PDGFB|SPRY4|THPO|PRKD2|TRAF7|GRB10|VRK3|ARRB2|WNK2|PTPRC|CRKL|PRXL2C|CSF1R|SPRY1|HMGB1|SPRY2|IGF1|CX3CL1|CARD9|ITGAV|CXCL17|EPHA2|SRC|CD36|CEACAM1|MT3|FGA|FGB|KARS1|GBP1|DDT|NAMPT|DAB2IP|DRD2|VEGFA|DUSP10|EMILIN1|PKHD1|ADRA1A|F2RL1|PLA2G2A|FPR2|GAS6|PLA2G5|BRAF|NOTCH2|NPY|GPR183|CIB1|ICAM1|CALCR|IL1B|SHC1|ERBB2|CCN1|EPO|FGFR2|ITGB3|EDN1|HRAS|ERBB4|ITGB1BP1|EPHA7|LGALS9|STYX|LYN|MIF|SIRT3|GPER1|NRG1|MFHAS1|ARHGAP8|PRKCA|CSK|TNF|DAB2|TRPV4|NF1|NLRP12|KDR|PDGFD|SEMA6A|TNFAIP8L3|XBP1|ABL1|MAP2K2|ACKR3|PTGER4|NDRG4|PTK2B|AGER|NELFE|PTPN1|PTPN2|PTPN6|S100A7|CHRNA10|EPHB1|TBC1D10C|CHRNA9|FGF1|FGF18|SIRPA|FSHR|SLAMF1|EGFR|SCIMP|TPBG|ZFP36L2|PRKCZ|BMP2|PIN1|EGF|JUN|PHB1|FGF10|FGF8|APOE|SYK|DUSP15|BTN2A2|SYNJ2BP|CD2AP|DUSP26|TIRAP|ANGPT1|DUSP29|TNFRSF11A|CHRNA7|DUSP4|CRYBA1|DUSP5|DUSP6|TNFSF11|DUSP7|ERRFI1|DUSP9|FN1|PYCARD|GPNMB|TNIP1|ZFP36L1|CFLAR|ABCA7|VEGFB|ATF3|NDRG2|FAM83D|PTPRR|PTPN11|TGFBR3|YWHAZ|PHB2|ZDHHC17|EPHB2|HMGCR|FBXW7|DDR2|SEMA7A|RGS14|NEK10|NRXN1|FBLN1|NOD1|RASGRP1|NOD2|F2R|GNAI2|CTSH|ALOX15|APOA1|RIPK2|ADORA2A|PDE8A|PDE8B|P2RY1|RANBP9|DUSP3|ACTA2|ADCYAP1|EPHA4|HAVCR2|AKAP12|HLA-DRB1|FFAR4|FGG|IQGAP3|CHI3L1|GSTP1|INHBA|MAP2K1|DUSP1|ARRB1|FLT4|SMAD4|NLRP6|PTPN22|TGFB1|NOTCH1|PRMT5|EZR|NPY5R|TREM2|FGF2|IL1A|FGFR4|NRP1|TLR4|IL26|PDGFRA|TLR9|HTR2B|HTR2C|ADIPOQ|NPSR1|APP|FGF23|NODAL|ARHGEF5|INPPL1|ALKAL1|ALKAL2|APELA|APIP|TEK|BMPER|C1QL4|CASR|C3ORF33|CCN2|NHERF1|CD44|KLF4|C5AR1|CNKSR3|DBNDD2|DENND2B|MAP2K7|DNAJC27|FLCN|DSTYK|MAPK1|CCL11|FAM3C|MAPK3|FBXO21|FERMT2|SERPINF2|ACE2|CCL19|FGF19|FGF20|FGFR3|CCL21|FRS2|SOX9|GAREM1|GCG|GCNT2|GLIPR2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ERK1_AND_ERK2_CASCADE,308,ENR,GOBP_ERK1_AND_ERK2_CASCADE,1,1.9880714999999998E-3,GOBP_ERK1_AND_ERK2_CASCADE,FALSE,GOBP_ERK1_AND_ERK2_CASCADE
